"Ændring i forhold til samme måned året før (pct.)","Under 250.000 kr.","00 Forbrugerprisindekset i alt",1.1,0.4,0.5,0.7,0.6,0.6,0.5,0.6,0.6,0.7,0.7,0.7
"Ændring i forhold til samme måned året før (pct.)","Under 250.000 kr.","01 Fødevarer og ikke-alkoholiske drikkevarer",-1.1,-1.4,-2.0,-1.5,-1.1,-0.7,0.1,-0.4,-1.0,-0.1,-0.5,-0.7
"Ændring i forhold til samme måned året før (pct.)","Under 250.000 kr.","01.1 Fødevarer",-0.4,-0.4,-1.0,-0.8,-0.2,0.1,0.4,-0.3,-0.6,0.5,-0.1,-0.5
"Ændring i forhold til samme måned året før (pct.)","Under 250.000 kr.","01.2 Ikke-alkoholiske drikkevarer",-6.1,-7.9,-8.7,-6.1,-7.3,-6.8,-2.3,-1.3,-3.8,-4.2,-3.4,-2.0
"Ændring i forhold til samme måned året før (pct.)","Under 250.000 kr.","02. Alkoholiske drikkevarer og tobak",2.6,2.9,2.1,1.1,0.6,1.2,0.8,0.3,0.3,0.6,-0.1,0.3
"Ændring i forhold til samme måned året før (pct.)","Under 250.000 kr.","02.1 Alkoholiske drikkevarer",0.6,0.7,-0.8,-2.2,-2.7,-1.1,-2.3,-3.7,-3.7,-2.3,-4.1,-3.2
"Ændring i forhold til samme måned året før (pct.)","Under 250.000 kr.","02.2 Tobak",3.6,4.0,3.9,3.0,2.5,2.6,2.6,2.6,2.5,2.3,2.2,2.4
"Ændring i forhold til samme måned året før (pct.)","Under 250.000 kr.","03. Beklædning og fodtøj",4.9,1.1,0.3,0.2,-0.5,1.6,-1.6,-2.6,-0.4,-1.8,-0.2,-1.4
"Ændring i forhold til samme måned året før (pct.)","Under 250.000 kr.","03.1 Beklædning",4.1,0.3,-1.0,-1.4,-2.1,0.6,-2.8,-4.3,-1.9,-3.3,-1.2,-2.5
"Ændring i forhold til samme måned året før (pct.)","Under 250.000 kr.","03.2 Fodtøj",9.1,3.9,5.5,8.3,7.9,7.3,5.2,5.9,6.7,5.6,5.7,4.4
"Ændring i forhold til samme måned året før (pct.)","Under 250.000 kr.","04. Boligbenyttelse, elektricitet og opvarmning",1.9,1.4,1.4,1.8,1.7,1.7,1.3,1.5,1.4,1.5,1.5,1.4
"Ændring i forhold til samme måned året før (pct.)","Under 250.000 kr.","04.1 Faktisk husleje",2.3,1.8,1.8,1.8,1.7,1.8,0.8,1.2,1.7,1.7,1.8,1.8
"Ændring i forhold til samme måned året før (pct.)","Under 250.000 kr.","04.2 Beregnet lejeværdi af bolig",2.3,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8
"Ændring i forhold til samme måned året før (pct.)","Under 250.000 kr.","04.3 Vedligeholdelse og reparation af bolig",0.9,0.4,0.4,0.8,0.5,0.7,1.2,1.3,1.7,1.5,2.0,2.0
"Ændring i forhold til samme måned året før (pct.)","Under 250.000 kr.","04.4 Vandforsyning og andre tjenester i forbindelse med boligen",-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
"Ændring i forhold til samme måned året før (pct.)","Under 250.000 kr.","04.5 Elektricitet, gas og andet brændsel",1.7,1.0,1.0,2.6,2.4,2.7,2.7,2.7,1.0,1.4,1.5,0.9
"Ændring i forhold til samme måned året før (pct.)","Under 250.000 kr.","05. Møbler, husholdningsudstyr og husholdningstjenester",-0.6,-0.3,-1.1,-0.1,-1.5,-2.4,-0.8,-0.8,-1.0,-0.9,-1.0,0.6
"Ændring i forhold til samme måned året før (pct.)","Under 250.000 kr.","05.1 Møbler og boligudstyr, tæpper og anden gulvbelægning",-1.2,-0.8,-2.0,0.8,-2.6,-3.5,-2.0,-1.7,-1.3,-2.1,-2.6,0.6
"Ændring i forhold til samme måned året før (pct.)","Under 250.000 kr.","05.2 Boligtekstiler",0.9,1.3,-0.4,-1.0,-1.4,-3.2,0.7,0.8,-0.7,0.6,-1.7,0.3
"Ændring i forhold til samme måned året før (pct.)","Under 250.000 kr.","05.3 Husholdningsapparater og reparation heraf",-3.1,0.0,-2.7,-1.6,-1.6,-3.2,-0.7,-2.0,-2.9,-1.8,-1.3,-1.4
"Ændring i forhold til samme måned året før (pct.)","Under 250.000 kr.","05.4 Glas, service og husholdningsredskaber",0.2,-2.0,0.1,0.5,-1.5,-2.5,-2.2,-1.9,-2.0,-0.3,1.5,1.5
"Ændring i forhold til samme måned året før (pct.)","Under 250.000 kr.","05.5 Værktøj og udstyr til hus og have",0.2,-0.4,-1.1,-0.3,-0.7,0.7,0.1,0.3,-0.8,-0.2,-0.1,1.2
"Ændring i forhold til samme måned året før (pct.)","Under 250.000 kr.","05.6 Andre varer og tjenester til husholdningen",0.2,0.5,0.5,0.4,0.5,0.4,0.6,0.4,0.7,0.6,1.4,1.1
"Ændring i forhold til samme måned året før (pct.)","Under 250.000 kr.","06. Sundhed",3.0,3.2,3.4,3.1,2.8,2.9,3.0,3.5,1.7,1.4,1.0,0.9
"Ændring i forhold til samme måned året før (pct.)","Under 250.000 kr.","06.1 Medicinske produkter, apparater og medicinsk udstyr",0.5,0.6,1.3,0.9,0.3,0.6,1.6,2.9,2.8,2.5,1.6,1.7
"Ændring i forhold til samme måned året før (pct.)","Under 250.000 kr.","06.2 Ambulant behandling",4.0,4.0,4.0,3.4,3.3,3.3,2.3,1.6,1.6,1.6,1.6,1.6
"Ændring i forhold til samme måned året før (pct.)","Under 250.000 kr.","06.3 Hospitalstjenester",4.2,4.4,4.4,4.4,4.4,4.4,4.4,5.2,0.6,0.5,0.5,0.5
"Ændring i forhold til samme måned året før (pct.)","Under 250.000 kr.","07. Transport",-1.4,-1.4,-1.1,0.1,-0.5,0.7,0.3,0.1,0.0,-0.1,-0.2,-1.5
"Ændring i forhold til samme måned året før (pct.)","Under 250.000 kr.","07.1 Køb af køretøjer",-1.3,-0.8,-0.9,-0.9,-1.0,-0.9,-0.7,-0.8,-0.9,-0.4,-0.9,-0.4
"Ændring i forhold til samme måned året før (pct.)","Under 250.000 kr.","07.2 Drift af personlige transportmidler",-0.8,-1.8,-1.2,0.9,0.4,1.6,0.2,-0.2,-0.4,-0.7,-0.9,-4.0
"Ændring i forhold til samme måned året før (pct.)","Under 250.000 kr.","07.3 Transporttjenester",-2.1,-1.1,-1.2,-0.4,-1.2,1.1,1.5,1.3,1.5,1.3,1.3,1.3
"Ændring i forhold til samme måned året før (pct.)","Under 250.000 kr.","08. Kommunikation",2.4,2.2,1.2,-1.2,-1.3,-1.5,-1.7,-1.3,-1.1,-2.0,-2.3,-3.1
"Ændring i forhold til samme måned året før (pct.)","Under 250.000 kr.","08.1 Posttjenester",9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6
"Ændring i forhold til samme måned året før (pct.)","Under 250.000 kr.","08.2 Telefon- og telefaxudstyr",-9.4,-8.3,-8.9,-10.0,-10.0,-12.9,-9.9,-9.4,-7.3,-9.8,-12.0,-12.9
"Ændring i forhold til samme måned året før (pct.)","Under 250.000 kr.","08.3 Teletjenester",2.8,2.6,1.4,-1.1,-1.2,-1.1,-1.7,-1.2,-1.1,-2.0,-2.1,-2.8
"Ændring i forhold til samme måned året før (pct.)","Under 250.000 kr.","09. Fritid og kultur",-1.0,-3.9,-1.1,-1.4,-0.7,-2.6,-1.5,-0.6,0.2,-0.6,-0.1,1.5
