"Ændring i forhold til samme måned året før (pct.)","Under 250.000 kr.","00 Forbrugerprisindekset i alt",0.6,0.6,0.3,0.2,0.2,0.5,0.8,1.0,1.0,1.0,1.3,1.2
"Ændring i forhold til samme måned året før (pct.)","Under 250.000 kr.","01 Fødevarer og ikke-alkoholiske drikkevarer",-0.2,0.3,1.1,1.4,1.0,0.8,0.8,0.7,0.3,0.8,0.7,0.3
"Ændring i forhold til samme måned året før (pct.)","Under 250.000 kr.","01.1 Fødevarer",0.4,1.2,1.9,2.3,1.8,1.4,1.1,1.1,0.6,0.8,0.8,0.4
"Ændring i forhold til samme måned året før (pct.)","Under 250.000 kr.","01.2 Ikke-alkoholiske drikkevarer",-3.7,-5.4,-4.0,-3.6,-4.2,-2.9,-1.5,-1.4,-1.2,0.1,-0.1,-0.4
"Ændring i forhold til samme måned året før (pct.)","Under 250.000 kr.","02. Alkoholiske drikkevarer og tobak",0.2,-0.1,0.0,0.5,0.9,1.6,6.5,14.0,13.7,14.7,22.8,23.0
"Ændring i forhold til samme måned året før (pct.)","Under 250.000 kr.","02.1 Alkoholiske drikkevarer",-3.1,-3.5,-2.0,-1.2,-1.5,-1.4,-0.5,-1.2,-2.1,-0.2,-0.9,-1.1
"Ændring i forhold til samme måned året før (pct.)","Under 250.000 kr.","02.2 Tobak",2.1,1.9,1.2,1.6,2.3,3.4,10.7,23.1,23.2,23.6,37.0,37.1
"Ændring i forhold til samme måned året før (pct.)","Under 250.000 kr.","03. Beklædning og fodtøj",-4.5,-1.7,-0.5,-1.1,-1.5,2.2,1.9,1.4,-0.5,-1.7,-2.6,-3.1
"Ændring i forhold til samme måned året før (pct.)","Under 250.000 kr.","03.1 Beklædning",-4.5,-2.1,-1.5,-2.8,-4.2,-0.6,0.1,-0.9,-1.9,-2.8,-3.2,-4.4
"Ændring i forhold til samme måned året før (pct.)","Under 250.000 kr.","03.2 Fodtøj",-4.8,-1.2,1.8,2.6,4.9,8.3,5.7,7.3,2.6,0.8,-1.3,-0.2
"Ændring i forhold til samme måned året før (pct.)","Under 250.000 kr.","04. Boligbenyttelse, elektricitet og opvarmning",0.5,0.1,0.3,-0.2,0.1,0.3,0.7,0.7,0.7,0.5,0.1,0.3
"Ændring i forhold til samme måned året før (pct.)","Under 250.000 kr.","04.1 Faktisk husleje",0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
"Ændring i forhold til samme måned året før (pct.)","Under 250.000 kr.","04.2 Beregnet lejeværdi af bolig",0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
"Ændring i forhold til samme måned året før (pct.)","Under 250.000 kr.","04.3 Vedligeholdelse og reparation af bolig",1.7,1.6,1.5,1.1,1.2,1.4,1.0,0.9,0.7,0.8,0.9,0.9
